"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Alan Cross","TE","TB",2556508,1993-05-02,0,0,0,,66,0,0,1,72,15,9.24690047601522
"Albert Wilson","WR","KC",2550272,1992-07-12,3.4425,3.4425,3.4425,,99,0.305,0,3,67.4,6.4,4.52150731171384
"Aldrick Robinson","WR","SF",2495331,1988-09-24,0,0,0,,135,0,0,6,86.6,10.7,6.6681022603702
"Aldrick Rosas","K","NYG",2556771,1994-12-30,6.8,6.8,6.8,,26,0.149999999999999,0,1,28.5,3.1,3.48821213456649
"Alex Collins","RB","BAL",2555430,1994-08-26,5.8875,5.8875,5.8875,,53,0.285,0,1,19.9,5.3,4.43916072351334
"Alex Erickson","WR","CIN",2556519,1992-11-06,3.7625,3.7625,3.7625,,97,0.21625,0,1,106,9,5.81944844345955
"Alex Smith","QB","KC",2506340,1984-05-07,15.55,15.55,15.55,,15,0.16,0,12,4.2,2.9,5.20179694237128
"Alexander Armah","RB","CAR",2558833,1994-05-17,0,0,0,,90,0,0,0,,,
"Alfred Blue","RB","HOU",2543600,1991-04-27,0,0,0,,90,0,0,3,68.3,4.9,4.23087629033771
"Alfred Morris","RB","DAL",2533457,1988-12-12,3.16,3.16,3.16,,71,0.11125,0,5,17.7,4,3.76223631569255
"Allen Hurns","WR","JAC",2550353,1991-11-21,9.125,9.125,9.125,,47,0.174999999999999,0,3,96,17.5,10.0627175280128
"Allen Robinson","WR","JAC",2543509,1993-08-24,0,0,0,,135,0,0,3,,,
"Alshon Jeffery","WR","PHI",2533039,1990-02-14,12.425,12.425,12.425,,13,0.217499999999999,0,5,15,3.1,2.87412049065199
"Alvin Kamara","RB","NO",2558019,1996-06-25,8.06,8.06,8.06,,37,0.0449999999999999,0,0,2.4,1.6,2.51252971663879
"Amara Darboh","WR","SEA",2557905,1994-02-01,1.3125,1.3125,1.3125,,116,0.3725,0,0,127.1,7.2,4.92087381378944
"Amari Cooper","WR","OAK",2552487,1994-06-18,13.1125,13.1125,13.1125,,8,0.17375,0,2,42.5,17.5,10.0627175280128
"Amba Etta-Tawo","WR","FA",2559170,1993-11-10,0,0,0,,135,0,0,0,,,
"Ameer Abdullah","RB","DET",2552374,1993-06-13,9.1575,9.1575,9.1575,,25,0.21875,0,2,50.7,11.8,7.82378276261727
"Andre Ellington","RB","HOU",2539217,1989-02-03,4.5325,4.5325,4.5325,,61,0.142499999999999,0,4,56.7,5.5,4.54330294010115
"Andre Holmes","WR","BUF",2495453,1988-06-16,4.3,4.3,4.3,,92,0.125,0,6,98.9,13.6,8.11580583039425
"Andre Roberts","WR","ATL",497320,1988-01-09,0.7125,0.7125,0.7125,,123,0.0687500000000001,0,7,,,
"Andre Williams","RB","LAC",2543565,1992-08-28,0,0,0,,90,0,0,3,,,
"Andrew Franks","K","FA",2553648,1993-01-11,0,0,0,,33,0,0,2,,,
"Andrew Hawkins","WR","FA",2508097,1986-03-10,0,0,0,,135,0,0,6,,,
"Andrew Luck","QB","IND",2533031,1989-09-12,0,0,0,,33,0,0,5,,,
"Andy Dalton","QB","CIN",2495143,1987-10-29,14.29,14.29,14.29,,20,0.364999999999998,0,6,20.1,3.8,6.96607878138879
"Andy Janovich","RB","DEN",2555432,1993-05-23,0,0,0,,90,0,0,1,85.5,10.5,7.14685835479648
"Anquan Boldin","WR","FA",2505587,1980-10-03,0,0,0,,135,0,0,14,,,
"Anthony Fasano","TE","MIA",2495835,1984-04-20,2.3625,2.3625,2.3625,,46,0.375,0,11,59.8,3.2,3.64876544746972
"Anthony Sherman","RB","KC",2495340,1988-12-11,0,0,0,,90,0,0,6,92.3,8.9,6.31372062209398
"Antone Smith","RB","FA",89798,1985-09-17,0,0,0,,90,0,0,8,,,
"Antonio Andrews","RB","FA",2550474,1992-08-17,0,0,0,,90,0,0,3,,,
"Antonio Brown","WR","PIT",2508061,1988-07-10,17.775,17.775,17.775,,1,1.64375,1,7,1.3,1.1,1.87570423546299
"Antonio Gates","TE","LAC",2505299,1980-06-18,5.6,5.6,5.6,,24,0.106249999999999,0,14,31.6,4.3,4.17062549250362
"Antwan Goodley","WR","FA",2553526,1991-09-06,0,0,0,,135,0,0,2,,,
"ArDarius Stewart","WR","NYJ",2558150,1993-12-08,2.975,2.975,2.975,,102,0.185,0,0,122.6,10.3,6.4684190093324
"Arrelious Benn","WR","JAC",497270,1988-09-08,0.075,0.075,0.075,,134,0.075,0,7,,,
"Artavis Scott","WR","FA",2559246,1994-12-12,0,0,0,,135,0,0,0,,,
"Asante Cleveland","TE","LAC",2550454,1992-03-21,0,0,0,,66,0,0,3,,,
"Austin Carr","WR","NO",2558928,1993-12-25,0,0,0,,135,0,0,0,,,
"Austin Davis","QB","SEA",2533349,1989-06-02,0,0,0,,33,0,0,5,,,
"Austin Ekeler","RB","LAC",2559169,1995-05-17,0.73,0.73,0.73,,86,0.31625,0,0,40.8,2.8,3.13738301616567
"Austin Hooper","TE","ATL",2555415,1994-10-29,6.9875,6.9875,6.9875,,14,0.100000000000001,0,1,18.2,3.1,3.60132362519391
"Austin Seferian-Jenkins","TE","NYJ",2543683,1992-09-29,5.2875,5.2875,5.2875,,28,0.143750000000001,0,3,11.7,2.6,3.36411451381486
"Austin Traylor","TE","DEN",2556900,1993-09-03,0,0,0,,66,0,0,1,32.5,3.1,3.60132362519391
"Bears","DST","CHI",100005,,5.8,5.8,5.8,,23,0.0750000000000002,0,47,19.1,4.6,6.62651813957662
"Beau Sandland","TE","FA",2555487,1993-02-23,0,0,0,,66,0,0,1,,,
"Ben Braunecker","TE","CHI",2556478,1994-02-07,0,0,0,,66,0,0,1,,,
"Ben Koyack","TE","JAC",2552396,1993-04-09,0,0,0,,66,0,0,2,,,
"Ben Roethlisberger","QB","PIT",2506109,1982-03-02,16.97,16.97,16.97,,8,0.239999999999998,0,13,11.2,3.5,6.37798483504962
"Bengals","DST","CIN",100006,,4.7,4.7,4.7,,31,,0,47,4.7,2.6,2.95945906125843
"Benjamin Watson","TE","BAL",2506122,1980-12-18,6.8,6.8,6.8,,17,0.350000000000001,0,13,24.2,2.5,3.31667269153905
"Bennie Fowler","WR","DEN",2550198,1991-06-10,4.1125,4.1125,4.1125,,95,0.34125,0,3,90.2,8.6,5.61976519242174
"Benny Cunningham","RB","CHI",2541544,1990-07-07,0,0,0,,90,0,0,4,80.1,6.9,5.27229845621584
"Bernard Pierce","RB","FA",2533545,1991-05-10,0,0,0,,90,0,0,5,,,
"Bernard Reedy","WR","NE",2550246,1991-12-31,0,0,0,,135,0,0,3,,,
"Bilal Powell","RB","NYJ",2495328,1988-10-27,7.72,7.72,7.72,,42,0.0875000000000004,0,6,39.8,3,3.24152523275348
"Bills","DST","BUF",100003,,5.8,5.8,5.8,,23,0.0249999999999995,0,47,9.8,2.8,3.32616496909024
"Bishop Sankey","RB","MIN",2543682,1992-09-15,0,0,0,,90,0,0,3,,,
"Blaine Gabbert","QB","ARI",2495441,1989-10-15,0,0,0,,33,0,0,6,23.2,2.7,4.8097343114785
"Blair Walsh","K","SEA",2532968,1990-01-08,7.6,7.6,7.6,,21,0.25,0,5,21.8,4.6,5.66007639194984
"Blake Bell","TE","MIN",2552478,1991-08-07,0,0,0,,66,0,0,2,,,
"Blake Bortles","QB","JAC",2543477,1991-12-16,11.6,11.6,11.6,,25,0.935,0,3,24,2.6,4.61370299603211
"Bralon Addison","RB","FA",2556457,1993-10-12,0,0,0,,90,0,0,1,,,
"Branden Oliver","RB","LAC",2550658,1991-05-07,4.165,4.165,4.165,,66,0.465,0,3,86,8,5.84508064744882
"Brandin Cooks","WR","NE",2543498,1993-09-25,12.8775,12.8775,12.8775,,10,0.321250000000003,0,3,5.8,1.5,2.07538748650079
"Brandon Allen","QB","LAR",2555365,1992-09-05,0,0,0,,33,0,0,1,,,
"Brandon Bolden","RB","NE",2532797,1990-01-26,0,0,0,,90,0,0,5,,,
"Brandon Burks","RB","FA",2556728,1993-11-01,0,0,0,,90,0,0,1,,,
"Brandon Coleman","WR","NO",2550328,1992-06-22,8.1875,8.1875,8.1875,,59,0.0287500000000005,0,3,80.6,8.3,5.47000275414339
"Brandon Doughty","QB","FA",2555302,1991-10-06,0,0,0,,33,0,0,1,,,
"Brandon LaFell","WR","CIN",497302,1986-11-04,9.3,9.3,9.3,,42,0.0512499999999996,0,7,61.1,5.3,3.97237837135989
"Brandon Marshall","WR","NYG",2495893,1984-03-23,8.1375,8.1375,8.1375,,61,0.164999999999999,0,11,,,
"Brandon McManus","K","DEN",2541556,1991-07-25,7.9,7.9,7.9,,18,0.25,0,3,24.8,4.7,5.80486734244207
"Brandon Myers","TE","FA",89766,1985-09-04,0,0,0,,66,0,0,8,,,
"Brandon Radcliff","RB","FA",2558898,1993-03-18,0,0,0,,90,0,0,0,,,
"Brandon Reilly","WR","BUF",2559235,1993-09-24,0,0,0,,135,0,0,0,,,
"Brandon Tate","WR","BUF",81306,1987-10-05,0.6,0.6,0.6,,125,0.2375,0,8,123.5,8.8,5.71960681794065
"Brandon Weeden","QB","TEN",2532970,1983-10-14,0,0,0,,33,0,0,5,,,
"Brandon Williams","TE","IND",2539645,1987-10-12,0,0,0,,66,0,0,5,59.1,6.4,5.16690376029562
"Braxton Miller","WR","HOU",2555348,1992-11-30,5.225,5.225,5.225,,86,0.187500000000001,0,1,91.1,12.5,7.5666768900403
"Brent Celek","TE","PHI",2507218,1985-01-25,1.125,1.125,1.125,,54,0.1125,0,10,56.5,10.7,7.20690211815542
"Brenton Bersin","WR","CAR",2535966,1990-05-09,0,0,0,,135,0,0,4,119.2,4.2,3.42324943100594
"Breshad Perriman","WR","BAL",2552597,1993-09-10,5.8525,5.8525,5.8525,,82,0.34625,0,2,116,15.1,8.864618021786
"Brett Hundley","QB","GB",2552588,1993-06-15,0,0,0,,33,0,0,2,22.9,2.6,4.61370299603211
"Brian Hill","RB","CIN",2558112,1995-11-09,1.7375,1.7375,1.7375,,82,0.3425,0,0,79.8,8.2,5.94922286403663
"Brian Hoyer","QB","NE",81294,1985-10-31,10.69,10.69,10.69,,26,0.199999999999999,0,8,,,
"Brian Quick","WR","WAS",2532933,1989-06-05,2.1375,2.1375,2.1375,,109,0.20375,0,5,,,
"Brice Butler","WR","DAL",2541388,1990-01-29,2.625,2.625,2.625,,105,0.0225,0,4,95.3,7.9,5.27031950310559
"Brittan Golden","WR","ARI",2535988,1988-07-20,0.875,0.875,0.875,,119,0.01625,0,5,,,
"Brock Osweiler","QB","DEN",2533436,1990-11-22,0,0,0,,33,0,0,5,,,
"Broncos","DST","DEN",100009,,12.85,12.85,12.85,,2,0.574999999999999,1,47,11.8,3.7,4.97634155433343
"Bronson Hill","RB","ARI",2554357,1993-01-02,0,0,0,,90,0,0,2,,,
"Browns","DST","CLE",100007,,5.75,5.75,5.75,,25,0.0749999999999993,0,47,22.8,6,9.19345949439935
"Bruce Ellington","WR","HOU",2543646,1991-08-22,3.65,3.65,3.65,,98,0.335,0,3,68.4,13,7.81628095383755
"Bryan Walters","WR","FA",2528181,1987-11-04,0,0,0,,135,0,0,7,,,
"Bryce Petty","QB","NYJ",2552369,1991-05-31,0,0,0,,33,0,0,2,,,
"Bryce Treggs","WR","CLE",2556697,1994-04-30,0,0,0,,135,0,0,1,,,
"Bryce Williams","TE","FA",2556709,1993-02-24,0,0,0,,66,0,0,1,,,
"Buccaneers","DST","TB",100031,,7.85,7.85,7.85,,11,0.500000000000001,0,47,21.9,5.1,7.54328290915617
"Bucky Hodges","TE","FA",2558011,1995-08-08,0,0,0,,66,0,0,0,,,
"Bug Howard","WR","FA",2558889,1994-11-28,0,0,0,,135,0,0,0,,,
"Byron Marshall","RB","WAS",2556841,1994-02-13,0,0,0,,90,0,0,1,58.9,5.2,4.38708961521943
"C.J. Anderson","RB","DEN",2540269,1991-02-10,11.1825,11.1825,11.1825,,15,0.188749999999999,0,4,33.5,4,3.76223631569255
"C.J. Beathard","QB","SF",2557922,1993-11-16,0,0,0,,33,0,0,0,,,
"C.J. Fiedorowicz","TE","HOU",2543721,1991-10-22,0,0,0,,66,0,0,3,28.5,3.5,3.79109091429715
"C.J. Ham","RB","MIN",2556803,1993-07-22,0,0,0,,90,0,0,1,,,
"C.J. Prosise","RB","SEA",2555417,1994-05-20,6.4275,6.4275,6.4275,,49,0.1275,0,1,,,
"C.J. Spiller","RB","KC",497204,1987-08-15,0,0,0,,90,0,0,7,,,
"C.J. Uzomah","TE","CIN",2552559,1993-01-14,4.0875,4.0875,4.0875,,37,0.193750000000001,0,2,62.6,5.1,4.5501600707101
"Cairo Santos","K","CHI",2550636,1991-11-21,8.1,8.1,8.1,,16,0.150000000000001,0,3,25.4,7,9.1350592037632
"Caleb Sturgis","K","PHI",2539637,1989-08-09,0,0,0,,33,0,0,4,,,
"Calvin Johnson","WR","FA",2495647,1985-09-29,0,0,0,,135,0,0,10,,,
"Cam Newton","QB","CAR",2495455,1989-05-11,18.9,18.9,18.9,,5,1.215,0,6,11.5,3,5.39782825781767
"Cameron Artis-Payne","RB","CAR",2552375,1990-06-23,0,0,0,,90,0,0,2,92.5,10.9,7.35514278797211
"Cameron Brate","TE","TB",2550656,1991-07-03,5.9875,5.9875,5.9875,,21,0.325,0,3,9.6,3,3.5538818029181
"Cameron Meredith","WR","CHI",2553568,1992-09-21,0,0,0,,135,0,0,2,,,
"Canaan Severin","WR","FA",2556678,1993-03-16,0,0,0,,135,0,0,1,,,
"Cardale Jones","QB","LAC",2555426,1992-09-29,0,0,0,,33,0,0,1,,,
"Cardinals","DST","ARI",100026,,7.05,7.05,7.05,,14,0.425,0,47,15.9,3,3.69287087692206
"Carlos Henderson","WR","DEN",2558003,1994-12-19,0,0,0,,135,0,0,0,,,
"Carlos Hyde","RB","SF",2543743,1991-09-20,12.8425,12.8425,12.8425,,10,0.524999999999999,0,3,15.5,3.3,3.3977385576352
"Carlton Agudosi","WR","ARI",2559131,1994-02-01,0,0,0,,135,0,0,0,,,
"Carson Palmer","QB","ARI",2505245,1979-12-27,14.11,14.11,14.11,,21,0.529999999999999,0,14,,,
"Carson Wentz","QB","PHI",2555259,1992-12-30,16.42,16.42,16.42,,11,0.170000000000002,0,1,3.4,1.7,2.8494211570146
"Case Keenum","QB","MIN",2532888,1988-02-12,9.14,9.14,9.14,,31,5.165,0,5,15.7,2.6,4.61370299603211
"Cayleb Jones","WR","FA",2556840,1993-03-21,0,0,0,,135,0,0,1,,,
"Cecil Shorts","WR","FA",2495341,1987-12-22,0,0,0,,135,0,0,6,,,
"Cedric ONeal","RB","FA",2556760,1994-01-29,0,0,0,,90,0,0,1,,,
"Cedric Peerman","RB","CIN",79629,1986-10-10,0,0,0,,90,0,0,8,,,
"Cethan Carter","TE","CIN",2558929,1993-09-05,0,0,0,,66,0,0,0,,,
"Chad Hansen","WR","NYJ",2558069,1995-01-18,0,0,0,,135,0,0,0,100.7,5,3.82261593308154
"Chad Henne","QB","JAC",252,1985-07-02,0,0,0,,33,0,0,9,,,
"Chad Kelly","QB","DEN",2557869,1994-03-26,0,0,0,,33,0,0,0,,,
"Chad Williams","WR","ARI",2558208,1994-10-19,1.5625,1.5625,1.5625,,113,0.1,0,0,112.5,10.4,6.51833982209185
"Chandler Catanzaro","K","NYJ",2550325,1991-02-26,6.2,6.2,6.2,,31,3.3,0,3,20.7,5.4,6.81840399588763
"Charcandrick West","RB","KC",2550268,1991-06-02,5.4975,5.4975,5.4975,,55,0.242500000000001,0,3,74.1,8.7,6.20957840550616
"Charles Clay","TE","BUF",2495139,1989-02-13,6.475,6.475,6.475,,18,0.2375,0,6,15.2,2.7,3.41155633609067
"Charles Johnson","WR","CAR",2541147,1989-02-27,0,0,0,,135,0,0,4,,,
"Charles Sims","RB","TB",2543770,1990-09-19,6.005,6.005,6.005,,52,0.2075,0,3,68.8,7.9,5.79300953915491
"Charone Peake","WR","NYJ",2555477,1992-10-16,0.6875,0.6875,0.6875,,124,0.16875,0,1,,,
"Chase Daniel","QB","NO",81284,1986-10-07,0,0,0,,33,0,0,8,,,
"Chester Rogers","WR","IND",2556396,1994-01-12,0,0,0,,135,0,0,1,83.6,12.8,7.71643932831865
"Chiefs","DST","KC",100016,,6.45,6.45,6.45,,16,0.0499999999999998,0,47,24.2,5.6,8.46004767873571
"Chris Boswell","K","PIT",2550545,1989-12-16,8.9,8.9,8.9,,6,0.199999999999999,0,3,10.2,2.8,3.05383928308982
"Chris Carson","RB","SEA",2558865,1994-09-16,8.6725,8.6725,8.6725,,30,0.15375,0,0,,,
"Chris Conley","WR","KC",2552652,1992-10-25,7.5625,7.5625,7.5625,,70,0.1225,0,2,,,
"Chris Godwin","WR","TB",2558105,1996-02-27,4.1375,4.1375,4.1375,,94,0.19125,0,0,95.5,5.6,4.12214080963824
"Chris Gragg","TE","NYJ",2539202,1990-06-30,0,0,0,,66,0,0,4,,,
"Chris Harper","WR","FA",2553652,1993-12-07,0,0,0,,135,0,0,2,,,
"Chris Hogan","WR","NE",2530515,1988-10-24,9.1625,9.1625,9.1625,,45,0.0274999999999999,0,6,41.9,21.8,12.2093124766692
"Chris Ivory","RB","JAC",2507999,1988-03-22,3.145,3.145,3.145,,72,0.225,0,7,72.5,4.3,3.91844964057427
"Chris Johnson","RB","FA",262,1985-09-23,8.415,8.415,8.415,,34,0.0149999999999988,0,9,,,
"Chris Manhertz","TE","CAR",2552622,1992-04-10,0,0,0,,66,0,0,1,,,
"Chris Matthews","WR","BAL",2531049,1989-10-06,0,0,0,,135,0,0,3,,,
"Chris Moore","WR","BAL",2555209,1993-06-16,0.1875,0.1875,0.1875,,129,0.05,0,1,93.5,5.7,4.17206162239769
"Chris Thompson","RB","WAS",2540011,1990-10-20,9.005,9.005,9.005,,26,0.192500000000001,0,4,,,
"Chris Thompson","WR","HOU",2559368,,0,0,0,,135,0,0,0,108.2,11.9,7.2671520134836
"Christian Hackenberg","QB","NYJ",2555416,1995-02-14,0,0,0,,33,0,0,1,,,
"Christian McCaffrey","RB","CAR",2557997,1996-06-07,11.32,11.32,11.32,,14,0.137499999999999,0,0,22.3,3.9,3.71016520739864
"Christian Ponder","QB","FA",2495215,1988-02-25,0,0,0,,33,0,0,6,,,
"Christine Michael","RB","IND",2539322,1990-11-09,0,0,0,,90,0,0,4,,,
"Clark Harris","TE","CIN",2495620,1984-07-10,0,0,0,,66,0,0,10,,,
"Clay Harbor","TE","NO",497242,1987-07-02,0,0,0,,66,0,0,7,,,
"Clive Walford","TE","OAK",2552397,1991-10-21,1.9875,1.9875,1.9875,,47,0.0249999999999999,0,2,52.6,8.1,5.97341473898438
"Cobi Hamilton","WR","HOU",2539203,1990-11-13,0,0,0,,135,0,0,4,126,4.3,3.47317024376539
"Coby Fleener","TE","NO",2532838,1988-09-20,7.3375,7.3375,7.3375,,12,0.181249999999999,0,5,,,
"Cody Core","WR","CIN",2555331,1994-04-17,1.3875,1.3875,1.3875,,115,0.25,0,1,,,
"Cody Kessler","QB","CLE",2555387,1993-05-11,0,0,0,,33,0,0,1,,,
"Cody Latimer","WR","DEN",2543590,1992-10-10,0.9625,0.9625,0.9625,,117,0.06625,0,3,96.1,10.2,6.41849819657295
"Cody Parkey","K","MIA",2550380,1992-02-19,8.3,8.3,8.3,,14,0.25,0,3,29.5,3.9,4.64653973850428
"Cole Beasley","WR","DAL",2535698,1989-04-26,7.3425,7.3425,7.3425,,72,0.12875,0,5,80.2,7.8,5.22039869034614
"Colin Kaepernick","QB","FA",2495186,1987-11-03,0,0,0,,33,0,0,6,,,
"Colt McCoy","QB","WAS",497123,1986-09-05,0,0,0,,33,0,0,7,,,
"Colts","DST","IND",100014,,10.9,10.9,10.9,,8,2.8,0,47,20.4,5.3,7.90998881698798
"Connor Barth","K","FA",2507463,1986-04-11,7,7,7,,25,0.2,0,9,,,
"Connor Cook","QB","OAK",2555332,1993-01-29,0,0,0,,33,0,0,1,,,
"Connor Hamlett","TE","FA",2553771,1992-04-12,0,0,0,,66,0,0,1,,,
"Connor Shaw","QB","FA",2550252,1991-09-19,0,0,0,,33,0,0,3,,,
"Cooper Kupp","WR","LAR",2557898,1993-06-15,7.8375,7.8375,7.8375,,67,0.237500000000001,0,0,25.9,5.1,3.87253674584099
"Cooper Rush","QB","DAL",2559242,1993-11-21,0,0,0,,33,0,0,0,,,
"Cordarrelle Patterson","WR","OAK",2540145,1991-03-17,3.78,3.78,3.78,,96,0.0737500000000004,0,4,62.5,13.3,7.9660433921159
"Corey Brown","WR","FA",2550546,1991-12-16,0,0,0,,135,0,0,3,,,
"Corey Clement","RB","PHI",2559150,1994-11-02,0,0,0,,90,0,0,0,55.8,5.2,4.38708961521943
"Corey Coleman","WR","CLE",2555333,1994-07-06,0,0,0,,135,0,0,1,44.6,6.2,4.42166568619494
"Corey Davis","WR","TEN",2557848,1995-01-11,0,0,0,,135,0,0,0,50.6,6.4,4.52150731171384
"Corey Fuller","WR","NO",2540261,1990-06-23,0,0,0,,135,0,0,4,,,
"Corey Grant","RB","JAC",2553650,1991-12-19,0.565,0.565,0.565,,87,0.4075,0,2,80.5,8.9,6.31372062209398
"Cory Harkey","TE","FA",2533353,1990-06-17,0,0,0,,66,0,0,5,,,
"Cowboys","DST","DAL",100008,,5.7,5.7,5.7,,26,0.350000000000001,0,47,12.2,3.5,4.60963564650161
"Crockett Gillmore","TE","FA",2543794,1991-11-16,0,0,0,,66,0,0,3,,,
"Curtis Samuel","WR","CAR",2558066,1996-08-11,7.24,7.24,7.24,,73,0.145,0,0,,,
"D.J. Foster","RB","ARI",2556528,1993-11-22,0,0,0,,90,0,0,1,58.4,5.6,4.59537404839506
"D.J. Tialavea","TE","FA",2550406,1991-07-27,0,0,0,,66,0,0,2017,,,
"Dak Prescott","QB","DAL",2555260,1993-07-29,16.91,16.91,16.91,,9,0.425000000000001,0,1,11.1,3.3,5.98592220415684
"Dalvin Cook","RB","MIN",2557991,1995-08-10,12.215,12.215,12.215,,12,0.811250000000001,0,0,,,
"Damien Williams","RB","MIA",2550512,1992-04-03,3.81,3.81,3.81,,67,0.31625,0,3,70.4,9.6,6.67821838015132
"Damiere Byrd","WR","CAR",2553499,1993-01-27,0,0,0,,135,0,0,2,126,12.9,7.7663601410781
"Dan Bailey","K","DAL",2495259,1988-01-26,8.6,8.6,8.6,,8,0,0,6,10.1,4.5,5.51528544145762
"Dan Carpenter","K","FA",2507401,1985-11-25,0,0,0,,33,0,0,9,,,
"Dan Orlovsky","QB","FA",2506481,1983-08-18,0,0,0,,33,0,0,12,,,
"Daniel Braverman","WR","FA",2556144,1993-09-28,0,0,0,,135,0,0,1,,,
"Daniel Brown","TE","CHI",2553900,1992-05-26,0,0,0,,66,0,0,2,51.9,5.5,4.73992735981333
"Daniel Lasco","RB","NO",2555219,1992-10-09,0,0,0,,90,0,0,1,,,
"Danny Amendola","WR","NE",2649,1985-11-02,7.5375,7.5375,7.5375,,71,0.24625,0,9,48.4,6.2,4.42166568619494
"Danny Woodhead","RB","BAL",4327,1985-01-25,0,0,0,,90,0,0,9,46.4,4,3.76223631569255
"Dare Ogunbowale","RB","FA",2559362,,0,0,0,,90,,0,0,,,
"Darius Jackson","RB","CLE",2556273,1993-12-01,0,0,0,,90,0,0,1,,,
"Darrel Young","RB","FA",2507737,1987-04-08,0,0,0,,90,0,0,8,,,
"Darrell Daniels","TE","IND",2558886,1994-11-22,0,0,0,,66,0,0,1,,,
"Darren Fells","TE","DET",2540928,1986-04-22,1.9875,1.9875,1.9875,,47,0.0125,0,5,43.1,4.1,4.075741847952
"Darren McFadden","RB","FA",284,1987-08-27,0,0,0,,90,0,0,9,,,
"Darren Sproles","RB","PHI",2506467,1983-06-20,9.67,9.67,9.67,,22,0.241249999999999,0,12,,,
"Darren Waller","TE","BAL",2552408,1992-09-13,0,0,0,,66,0,0,2,,,
"Darreus Rogers","WR","FA",2559238,1993-09-03,0,0,0,,135,0,0,0,,,
"Darrius Heyward-Bey","WR","PIT",80427,1987-02-26,0.195,0.195,0.195,,128,0.01375,0,8,125.2,14.2,8.41533070695095
"Daryl Richardson","RB","FA",2534789,1990-04-12,0,0,0,,90,0,0,5,,,
"Davante Adams","WR","GB",2543495,1992-12-24,12.1,12.1,12.1,,17,0.15625,0,3,16.8,4.3,3.47317024376539
"David Cobb","RB","FA",2552376,1993-06-03,0,0,0,,90,0,0,2,,,
"David Fales","QB","MIA",2543751,1990-10-04,0,0,0,,33,0,0,3,,,
"David Fluellen","RB","TEN",2550289,1992-01-29,0,0,0,,90,0,0,3,,,
"David Johnson","RB","ARI",2553435,1991-12-16,0,0,0,,90,0,0,2,,,
"David Johnson","TE","FA",79589,1987-08-26,0,0,0,,66,0,0,8,,,
"David Morgan","TE","MIN",2555306,1993-05-19,0.1,0.1,0.1,,63,0.0125,0,1,68.4,7.6,5.73620562760533
"David Njoku","TE","CLE",2557986,1996-07-10,5.2625,5.2625,5.2625,,29,0.237499999999999,0,0,18.9,3.1,3.60132362519391
"Davis Webb","QB","NYG",2557897,1995-01-22,0,0,0,,33,0,0,0,,,
"DeAndre Carter","WR","FA",2553502,1993-04-10,0,0,0,,135,0,0,2,,,
"DeAndre Hopkins","WR","HOU",2540165,1992-06-06,12.1125,12.1125,12.1125,,16,0.0875000000000004,0,4,2.6,1.2,1.92562504822244
"DeAndre Washington","RB","OAK",2555464,1993-02-22,5.16,5.16,5.16,,58,0.18125,0,1,64.1,5.5,4.54330294010115
"DeAngelo Henderson","RB","DEN",2557850,1992-11-24,2.8875,2.8875,2.8875,,74,0.16625,0,0,,,
"DeAngelo Williams","RB","FA",2495979,1983-04-25,0,0,0,,90,0,0,11,,,
