"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Bryce Petty","QB","NYJ",2552369,1991-05-31,0,0,0,,2,0,1,2,,,
"Bryce Treggs","WR","CLE",2556697,1994-04-30,0,0,0,,109,0,0,1,,,
"Bryce Williams","TE","FA",2556709,1993-02-24,0,0,0,,53,0,0,1,,,
"Buccaneers","DST","TB",100031,,5.85,5.85,5.85,,16,0.225,0,47,22.1,4.8,6.95746246894496
"Bucky Hodges","TE","FA",2558011,1995-08-08,0,0,0,,53,0,0,0,,,
"Bug Howard","WR","FA",2558889,1994-11-28,0,0,0,,109,0,0,0,,,
"Byron Marshall","RB","WAS",2556841,1994-02-13,0,0,0,,74,0,0,1,58.8,5.2,4.40841032500368
"C.J. Anderson","RB","DEN",2540269,1991-02-10,8.385,8.385,8.385,,20,0.0324999999999989,0,4,33.3,3.9,3.72782043341499
"C.J. Fiedorowicz","TE","HOU",2543721,1991-10-22,0,0,0,,53,0,0,3,29.1,3.4,3.77982282488645
"C.J. Ham","RB","MIN",2556803,1993-07-22,0,0,0,,74,0,0,1,,,
"C.J. Prosise","RB","SEA",2555417,1994-05-20,0,0,0,,74,0,0,1,,,
"C.J. Spiller","RB","KC",497204,1987-08-15,0,0,0,,74,0,0,7,,,
"C.J. Uzomah","TE","CIN",2552559,1993-01-14,2.175,2.175,2.175,,36,0.0562499999999995,0,2,62.7,5.1,4.58321526263037
"Cairo Santos","K","CHI",2550636,1991-11-21,0,0,0,,27,0,0,3,25.6,6.9,9.13519065079715
"Caleb Sturgis","K","PHI",2539637,1989-08-09,0,0,0,,27,0,0,4,,,
"Calvin Johnson","WR","FA",2495647,1985-09-29,0,0,0,,109,0,0,10,,,
"Cameron Artis-Payne","RB","CAR",2552375,1990-06-23,0,0,0,,74,0,0,2,92.5,10.4,7.13076989135844
"Cameron Brate","TE","TB",2550656,1991-07-03,8.9875,8.9875,8.9875,,7,0.193750000000001,0,3,9.5,2.8,3.49627255274154
"Cameron Meredith","WR","CHI",2553568,1992-09-21,0,0,0,,109,0,0,2,,,
"Canaan Severin","WR","FA",2556678,1993-03-16,0,0,0,,109,0,0,1,,,
"Cardale Jones","QB","LAC",2555426,1992-09-29,0,0,0,,2,0,1,1,,,
"Carlos Henderson","WR","DEN",2558003,1994-12-19,0,0,0,,109,0,0,0,,,
"Carlos Hyde","RB","SF",2543743,1991-09-20,9.3725,9.3725,9.3725,,17,0.244999999999999,0,3,15.5,3.2,3.36134895332877
"Carlton Agudosi","WR","ARI",2559131,1994-02-01,0,0,0,,109,0,0,0,,,
"Carson Palmer","QB","ARI",2505245,1979-12-27,0,0,0,,2,0,1,14,,,
"Cayleb Jones","WR","FA",2556840,1993-03-21,0,0,0,,109,0,0,1,,,
"Cecil Shorts","WR","FA",2495341,1987-12-22,0,0,0,,109,0,0,6,,,
"Cedric ONeal","RB","FA",2556760,1994-01-29,0,0,0,,74,0,0,1,,,
"Cedric Peerman","RB","CIN",79629,1986-10-10,0,0,0,,74,0,0,8,,,
"Cethan Carter","TE","CIN",2558929,1993-09-05,0,0,0,,53,0,0,0,,,
"Chad Hansen","WR","NYJ",2558069,1995-01-18,0,0,0,,109,0,0,0,100.8,4.9,3.83586456759079
"Chad Henne","QB","JAC",252,1985-07-02,0,0,0,,2,0,1,9,,,
"Chad Kelly","QB","DEN",2557869,1994-03-26,0,0,0,,2,0,1,0,,,
"Chad Williams","WR","ARI",2558208,1994-10-19,0,0,0,,109,0,0,0,112.6,10.1,6.48742930100438
"Chandler Catanzaro","K","NYJ",2550325,1991-02-26,6.3,6.3,6.3,,24,1.85,0,3,20.8,5.3,6.77222456462735
"Charcandrick West","RB","KC",2550268,1991-06-02,3.19,3.19,3.19,,55,0.365,0,3,73.2,8,5.87429624534855
"Charles Clay","TE","BUF",2495139,1989-02-13,0,0,0,,53,0,0,6,15.3,2.7,3.44901417405072
"Charles Johnson","WR","CAR",2541147,1989-02-27,0,0,0,,109,0,0,4,,,
"Charles Sims","RB","TB",2543770,1990-09-19,4.0125,4.0125,4.0125,,49,0.20625,0,3,69.1,7.7,5.71723703959731
"Charone Peake","WR","NYJ",2555477,1992-10-16,0,0,0,,109,0,0,1,,,
"Chase Daniel","QB","NO",81284,1986-10-07,0,0,0,,2,0,1,8,,,
"Chester Rogers","WR","IND",2556396,1994-01-12,0.5625,0.5625,0.5625,,102,0.075,0,1,83,12.7,7.81321166771118
"Chiefs","DST","KC",100016,,10.25,10.25,10.25,,6,0.5,0,47,24.1,5.6,8.4434193796769
"Chris Boswell","K","PIT",2550545,1989-12-16,8.9,8.9,8.9,,8,0.35,0,3,10.2,2.8,3.08009005498704
"Chris Carson","RB","SEA",2558865,1994-09-16,0,0,0,,74,0,0,0,,,
"Chris Conley","WR","KC",2552652,1992-10-25,0,0,0,,109,0,0,2,,,
"Chris Godwin","WR","TB",2558105,1996-02-27,2.4375,2.4375,2.4375,,90,0.0625,0,0,95.5,5.5,4.14181434452313
"Chris Gragg","TE","NYJ",2539202,1990-06-30,0,0,0,,53,0,0,4,,,
"Chris Harper","WR","FA",2553652,1993-12-07,0,0,0,,109,0,0,2,,,
"Chris Hogan","WR","NE",2530515,1988-10-24,10.5375,10.5375,10.5375,,20,0.825000000000001,0,6,43.3,21.5,12.3004750627188
"Chris Ivory","RB","JAC",2507999,1988-03-22,0,0,0,,74,0,0,7,72.8,4.4,3.98958577633371
"Chris Johnson","RB","FA",262,1985-09-23,0,0,0,,74,0,0,9,,,
"Chris Manhertz","TE","CAR",2552622,1992-04-10,0,0,0,,53,0,0,1,,,
"Chris Matthews","WR","BAL",2531049,1989-10-06,0,0,0,,109,0,0,3,,,
"Chris Moore","WR","BAL",2555209,1993-06-16,4.8625,4.8625,4.8625,,77,0.347500000000001,0,1,93.2,5.1,3.93784782656823
"Chris Thompson","RB","WAS",2540011,1990-10-20,7.83,7.83,7.83,,27,0.32625,0,4,,,
"Chris Thompson","WR","HOU",2559368,,0,0,0,,109,0,0,0,108.3,12,7.45627026129012
"Christian Hackenberg","QB","NYJ",2555416,1995-02-14,0,0,0,,2,0,1,1,,,
"Christian McCaffrey","RB","CAR",2557997,1996-06-07,10.5425,10.5425,10.5425,,12,0.545,0,0,22.2,3.8,3.67546736483124
"Christian Ponder","QB","FA",2495215,1988-02-25,0,0,0,,2,0,1,6,,,
"Christine Michael","RB","IND",2539322,1990-11-09,0,0,0,,74,0,0,4,,,
"Clark Harris","TE","CIN",2495620,1984-07-10,0,0,0,,53,0,0,10,,,
"Clay Harbor","TE","NO",497242,1987-07-02,0,0,0,,53,0,0,7,,,
"Clive Walford","TE","OAK",2552397,1991-10-21,0.3625,0.3625,0.3625,,48,0.08125,0,2,52.6,8.2,6.04822500204575
"Cobi Hamilton","WR","HOU",2539203,1990-11-13,0,0,0,,109,0,0,4,126,4.3,3.52991479065845
"Coby Fleener","TE","NO",2532838,1988-09-20,5.225,5.225,5.225,,21,0.0687500000000005,0,5,,,
"Cody Core","WR","CIN",2555331,1994-04-17,0,0,0,,109,0,0,1,,,
"Cody Kessler","QB","CLE",2555387,1993-05-11,0,0,0,,2,0,1,1,,,
"Cody Latimer","WR","DEN",2543590,1992-10-10,0.4875,0.4875,0.4875,,103,0.04375,0,3,96.5,10.1,6.48742930100438
"Cody Parkey","K","MIA",2550380,1992-02-19,4.2,4.2,4.2,,26,4.2,0,3,29.6,3.8,4.55694385884316
"Cole Beasley","WR","DAL",2535698,1989-04-26,7.3425,7.3425,7.3425,,43,0.085,0,5,81,8.1,5.46759671122992
"Colin Kaepernick","QB","FA",2495186,1987-11-03,0,0,0,,2,0,1,6,,,
"Colt McCoy","QB","WAS",497123,1986-09-05,0,0,0,,2,0,1,7,,,
"Colts","DST","IND",100014,,4.6,4.6,4.6,,25,0.149999999999999,0,47,20.6,5,7.32895169662795
"Connor Barth","K","FA",2507463,1986-04-11,7,7,7,,19,0.0499999999999998,0,9,,,
"Connor Cook","QB","OAK",2555332,1993-01-29,0,0,0,,2,0,1,1,,,
"Connor Hamlett","TE","FA",2553771,1992-04-12,0,0,0,,53,0,0,1,,,
"Connor Shaw","QB","FA",2550252,1991-09-19,0,0,0,,2,0,1,3,,,
"Cooper Kupp","WR","LAR",2557898,1993-06-15,0,0,0,,109,0,0,0,26,5,3.88685619707951
"Cooper Rush","QB","DAL",2559242,1993-11-21,0,0,0,,2,0,1,0,,,
"Cordarrelle Patterson","WR","OAK",2540145,1991-03-17,5.185,5.185,5.185,,74,0.235000000000001,0,4,62.5,13.1,8.01717818566607
"Corey Brown","WR","FA",2550546,1991-12-16,0,0,0,,109,0,0,3,,,
"Corey Clement","RB","PHI",2559150,1994-11-02,2.9425,2.9425,2.9425,,56,0.38375,0,0,55.8,5.3,4.46076339358742
"Corey Coleman","WR","CLE",2555333,1994-07-06,0,0,0,,109,0,0,1,44.6,6,4.39677249196674
"Corey Davis","WR","TEN",2557848,1995-01-11,0,0,0,,109,0,0,0,50.9,5.8,4.29478923298929
"Corey Fuller","WR","NO",2540261,1990-06-23,0,0,0,,109,0,0,4,,,
"Corey Grant","RB","JAC",2553650,1991-12-19,0,0,0,,74,0,0,2,80.3,8.4,6.08370851968353
"Cory Harkey","TE","FA",2533353,1990-06-17,0,0,0,,53,0,0,5,,,
"Cowboys","DST","DAL",100008,,5.6,5.6,5.6,,18,0.150000000000001,0,47,12.1,3.5,4.54278248900556
"Crockett Gillmore","TE","FA",2543794,1991-11-16,0,0,0,,53,0,0,3,,,
"Curtis Samuel","WR","CAR",2558066,1996-08-11,4.2075,4.2075,4.2075,,79,0.101249999999999,0,0,,,
"D.J. Foster","RB","ARI",2556528,1993-11-22,0,0,0,,74,0,0,1,58.6,6.1,4.87958794225739
"D.J. Tialavea","TE","FA",2550406,1991-07-27,0,0,0,,53,0,0,2017,,,
"Dalvin Cook","RB","MIN",2557991,1995-08-10,0,0,0,,74,0,0,0,,,
"Damien Williams","RB","MIA",2550512,1992-04-03,3.7625,3.7625,3.7625,,51,0.12875,0,3,69.9,9.3,6.55488613693724
"Damiere Byrd","WR","CAR",2553499,1993-01-27,0,0,0,,109,0,0,2,126.2,11.8,7.35428700231267
"Dan Bailey","K","DAL",2495259,1988-01-26,0,0,0,,27,0,0,6,10.1,4.4,5.44305614115684
"Dan Carpenter","K","FA",2507401,1985-11-25,0,0,0,,27,0,0,9,,,
"Dan Orlovsky","QB","FA",2506481,1983-08-18,0,0,0,,2,0,1,12,,,
"Daniel Braverman","WR","FA",2556144,1993-09-28,0,0,0,,109,0,0,1,,,
"Daniel Brown","TE","CHI",2553900,1992-05-26,0,0,0,,53,0,0,2,51.8,5.6,4.81950715608446
"Daniel Lasco","RB","NO",2555219,1992-10-09,0,0,0,,74,0,0,1,,,
"Danny Amendola","WR","NE",2649,1985-11-02,8.1375,8.1375,8.1375,,33,0.177499999999999,0,9,48.5,6.1,4.44776412145546
"Danny Woodhead","RB","BAL",4327,1985-01-25,0,0,0,,74,0,0,9,46.5,3.9,3.72782043341499
"Dare Ogunbowale","RB","FA",2559362,,0,0,0,,74,,0,0,,,
"Darius Jackson","RB","CLE",2556273,1993-12-01,0,0,0,,74,0,0,1,,,
"Darrel Young","RB","FA",2507737,1987-04-08,0,0,0,,74,0,0,8,,,
"Darrell Daniels","TE","IND",2558886,1994-11-22,0,0,0,,53,0,0,1,,,
"Darren Fells","TE","DET",2540928,1986-04-22,3.5875,3.5875,3.5875,,30,0.4625,0,5,43.2,4.2,4.157889854413
"Darren McFadden","RB","FA",284,1987-08-27,0,0,0,,74,0,0,9,,,
"Darren Sproles","RB","PHI",2506467,1983-06-20,0.6,0.6,0.6,,66,0.295,0,12,,,
"Darren Waller","TE","BAL",2552408,1992-09-13,0,0,0,,53,0,0,2,,,
"Darreus Rogers","WR","FA",2559238,1993-09-03,0,0,0,,109,0,0,0,,,
"Darrius Heyward-Bey","WR","PIT",80427,1987-02-26,0.0975,0.0975,0.0975,,107,0.05375,0,8,125.8,14.5,8.73106099850819
"Daryl Richardson","RB","FA",2534789,1990-04-12,0,0,0,,74,0,0,5,,,
"Davante Adams","WR","GB",2543495,1992-12-24,0,0,0,,109,0,0,3,16.8,4.1,3.42793153168101
"David Cobb","RB","FA",2552376,1993-06-03,0,0,0,,74,0,0,2,,,
"David Fales","QB","MIA",2543751,1990-10-04,0,0,0,,2,0,1,3,,,
"David Fluellen","RB","TEN",2550289,1992-01-29,0,0,0,,74,0,0,3,,,
"David Johnson","RB","ARI",2553435,1991-12-16,0,0,0,,74,0,0,2,,,
"David Johnson","TE","FA",79589,1987-08-26,0,0,0,,53,0,0,8,,,
"David Morgan","TE","MIN",2555306,1993-05-19,0.1,0.1,0.1,,51,0.05625,0,1,68.4,7.6,5.76467472990084
"David Njoku","TE","CLE",2557986,1996-07-10,5.25,5.25,5.25,,19,0.0124999999999993,0,0,18.8,2.7,3.44901417405072
"Davis Webb","QB","NYG",2557897,1995-01-22,0,0,0,,2,0,1,0,,,
"DeAndre Carter","WR","FA",2553502,1993-04-10,0,0,0,,109,0,0,2,,,
"DeAndre Hopkins","WR","HOU",2540165,1992-06-06,11.1375,11.1375,11.1375,,14,0.0687499999999996,0,4,2.7,1.3,2.00016590599676
"DeAndre Washington","RB","OAK",2555464,1993-02-22,8.0175,8.0175,8.0175,,26,0.315,0,1,64.4,5.5,4.56546953075491
"DeAngelo Henderson","RB","DEN",2557850,1992-11-24,0.2325,0.2325,0.2325,,68,0.07625,0,0,,,
"DeAngelo Williams","RB","FA",2495979,1983-04-25,0,0,0,,74,0,0,11,,,
"DeAnthony Thomas","WR","KC",2543638,1993-01-05,5.5375,5.5375,5.5375,,69,0.0187499999999998,0,3,121.1,9.5,6.18147952407204
"DeMarco Murray","RB","TEN",2495207,1988-02-12,0,0,0,,74,0,0,6,26.2,3.4,3.46605509049626
"DeSean Jackson","WR","TB",1581,1986-12-01,9.28,9.28,9.28,,23,0.161250000000001,0,9,34.8,3.6,3.17297338423739
"DeShone Kizer","QB","CLE",2557983,1996-01-03,5.94,5.94,5.94,,1,5.94,1,0,21.1,3.4,7.37732662226679
"DeVante Parker","WR","MIA",2552409,1993-01-20,0,0,0,,109,0,0,2,46.1,6.1,4.44776412145546
"DeVeon Smith","RB","MIA",2558998,1994-11-08,0,0,0,,74,0,0,0,89.1,10.6,7.23547602852593
"Deante Burton","WR","FA",2559109,1994-07-12,0,0,0,,109,0,0,0,,,
"Dede Westbrook","WR","JAC",2557895,1993-11-21,0,0,0,,109,0,0,0,43.9,5.5,4.14181434452313
"Delanie Walker","TE","TEN",2495966,1984-08-12,0,0,0,,53,0,0,11,4.4,1.6,2.92917200845171
"Demarcus Ayers","WR","FA",2555465,1994-07-07,0,0,0,,109,0,0,1,,,
"Demarcus Robinson","WR","KC",2555478,1994-09-21,0,0,0,,109,0,0,1,92.8,6.1,4.44776412145546
"Demaryius Thomas","WR","DEN",497328,1987-12-25,11.0625,11.0625,11.0625,,16,0.0562500000000004,0,7,29.2,3.8,3.27495664321484
"Demetrius Harris","TE","KC",2541187,1991-07-29,0,0,0,,53,0,0,4,50.4,4.6,4.34692336917628
"Denard Robinson","RB","FA",2539260,1990-09-22,0,0,0,,74,0,0,4,,,
"Dennis Pitta","TE","FA",497254,1985-06-29,0,0,0,,53,0,0,7,,,
