,Actual_Points,sdPts
606,6.7,2.3
607,0.5,0.4
617,3.4,0.4
620,1.8,0.4
641,0.0,0.8
654,0.0,0.5
671,6.3,0.1
688,14.2,0.6
701,1.7,0.7
717,1.7,0.2
719,0.0,0.8
728,0.0,1.0
750,0.0,1.4
763,0.0,1.0
773,1.1,0.5
777,1.6,1.1
783,3.2,0.3
784,3.2,0.3
787,1.0,0.8
791,0.0,0.3
818,6.2,1.4
831,1.1,0.7
835,4.2,0.8
837,1.4,0.7
846,1.2,0.6
852,4.3,1.1
874,0.9,0.3
875,0.0,0.3
887,0.0,0.3
906,1.0,0.1
935,0.0,1.4
936,0.0,0.6
947,0.0,0.3
965,0.4,0.2
981,-2.0,0.2
982,0.0,0.2
987,1.7,0.4
988,7.9,0.3
993,0.0,0.9
995,0.0,0.7
999,0.0,0.5
1008,0.0,0.1
1010,0.0,0.2
1014,0.0,0.2
1017,0.0,0.5
1038,0.7,0.3
1052,19.3,0.6
1081,0.0,0.2
1115,0.0,0.4
1126,0.0,0.2
36,14.8,1.6
37,12.0,1.9
38,3.7,1.3
40,0.8,1.9
41,4.3,2.1
46,20.1,1.8
48,12.9,1.5
51,16.1,1.6
55,15.8,2.2
58,14.7,2.0
59,10.3,1.9
60,2.5,1.6
67,14.6,1.7
68,5.8,1.2
72,9.9,2.2
74,6.9,1.6
77,7.6,1.8
80,12.1,1.7
82,24.0,1.3
85,9.6,1.6
86,6.8,1.6
88,13.1,1.1
90,1.2,2.4
95,18.6,2.3
98,21.8,2.5
100,22.5,3.5
108,12.8,1.3
116,1.2,1.8
125,21.0,2.7
126,6.7,2.2
127,4.7,1.7
129,9.7,2.3
151,5.1,1.2
156,2.7,1.3
171,0.5,0.5
174,40.0,1.4
183,4.4,1.3
196,6.8,0.6
198,19.2,0.9
206,0.0,2.9
225,10.3,1.4
227,11.6,0.8
237,12.8,1.3
247,2.5,1.4
250,5.5,1.4
266,5.1,0.4
278,2.4,1.1
297,4.1,1.2
307,6.5,0.9
313,3.4,1.1
319,0.0,1.8
331,6.2,0.6
335,5.8,1.2
369,3.3,0.9
370,3.3,0.7
371,4.7,1.8
384,0.0,0.8
386,4.0,0.7
392,1.1,1.2
394,8.2,1.4
413,7.4,0.5
414,7.7,0.9
422,5.9,1.6
432,3.2,0.7
441,0.0,1.4
448,1.8,0.9
455,2.4,0.9
498,6.0,0.6
501,1.1,1.0
523,3.3,1.1
526,0.5,0.3
541,3.4,1.9
548,2.1,0.3
553,5.1,0.7
571,16.4,0.6
591,2.7,1.6
594,1.6,0.6
596,3.5,0.6
597,4.3,1.0
604,7.0,1.0
605,0.0,0.9
618,1.0,0.9
626,-0.5,0.6
628,0.0,0.6
660,3.8,0.7
662,0.0,0.4
669,2.6,0.6
677,1.6,1.0
688,0.0,0.7
690,0.0,1.2
700,0.3,0.8
706,8.9,0.5
707,8.9,0.5
747,3.3,0.9
754,5.4,1.0
756,0.1,0.4
764,1.3,0.4
770,0.0,0.5
786,8.4,0.6
790,0.0,0.3
812,0.0,0.7
814,2.8,0.5
831,0.0,0.5
833,1.1,0.4
835,0.0,0.3
839,0.0,0.1
841,1.8,0.9
851,0.0,1.2
866,0.0,0.6
901,0.0,0.5
911,-2.0,0.2
912,0.0,0.6
920,0.0,0.3
935,0.0,0.1
945,0.0,0.4
992,0.0,0.5
1037,0.0,0.3
1054,0.0,0.2
1061,0.0,0.3
29,14.9,1.7
33,12.3,2.1
35,8.0,1.4
44,14.3,1.7
45,17.6,2.0
48,9.0,2.0
49,16.4,1.5
52,21.1,1.9
59,8.1,1.9
60,8.8,2.2
61,2.6,2.3
62,10.2,2.3
66,11.1,1.4
69,11.7,1.5
72,1.7,1.7
73,4.8,2.3
74,19.7,1.5
75,6.0,1.9
76,1.6,2.1
