"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Brice Butler","WR","DAL",2541388,1990-01-29,4.525,4.525,4.525,,70,0.18125,0,3,95.4,7.4,5.26378079477399
"Brittan Golden","WR","ARI",2535988,1988-07-20,0.8125,0.8125,0.8125,,98,0.0625,0,4,,,
"Brock Osweiler","QB","HOU",2533436,1990-11-22,8.98,8.98,8.98,,23,0.960000000000001,0,4,,,
"Broncos","DST","DEN",100009,,11.75,11.75,11.75,,2,0.25,1,46,11.9,3.6,5.15226771774928
"Bronson Hill","RB","JAC",2554357,1993-01-02,0,0,0,,58,0,0,1,,,
"Browns","DST","CLE",100007,,5.45,5.45,5.45,,21,0.3,0,46,23,5.8,9.2634960969798
"Bruce Ellington","WR","SF",2543646,1991-08-22,5.8125,5.8125,5.8125,,58,0.0875000000000004,0,2,,,
"Bryan Walters","WR","JAC",2528181,1987-11-04,0,0,0,,106,0,0,6,,,
"Bryce Petty","QB","NYJ",2552369,1991-05-31,0,0,0,,26,0,0,1,,,
"Bryce Williams","TE","FA",2556709,1993-02-24,0,0,0,,47,,0,0,,,
"Buccaneers","DST","TB",100031,,5.05,5.05,5.05,,23,0.249999999999999,0,46,22.3,4.6,7.02100789012679
"Byron Marshall","RB","PHI",2556841,1994-02-13,0,0,0,,58,0,0,0,,,
"C.J. Anderson","RB","DEN",2540269,1991-02-10,7.005,7.005,7.005,,30,0.69125,0,3,33.2,4.2,3.96504676203805
"C.J. Fiedorowicz","TE","HOU",2543721,1991-10-22,6.875,6.875,6.875,,11,0.45625,0,2,29.8,3.2,3.65212289945647
"C.J. Prosise","RB","SEA",2555417,1994-05-20,0,0,0,,58,0,0,0,,,
"C.J. Spiller","RB","FA",497204,1987-08-15,0,0,0,,58,0,0,6,,,
"C.J. Uzomah","TE","CIN",2552559,1993-01-14,1.9375,1.9375,1.9375,,38,0.81875,0,1,63.4,5.4,4.69500591155584
"Cairo Santos","K","KC",2550636,1991-11-21,0,0,0,,21,0,0,2,,,
"Caleb Sturgis","K","PHI",2539637,1989-08-09,0,0,0,,21,0,0,3,,,
"Calvin Johnson","WR","FA",2495647,1985-09-29,0,0,0,,106,0,0,9,,,
"Cam Newton","QB","CAR",2495455,1989-05-11,0,0,0,,26,0,0,5,11.7,2.9,5.29753604270917
"Cameron Artis-Payne","RB","CAR",2552375,1990-06-23,0,0,0,,58,0,0,1,91.8,10.6,7.47894634981338
"Cameron Brate","TE","TB",2550656,1991-07-03,7.225,7.225,7.225,,10,0.46875,0,2,9.5,2.8,3.46250780634749
"Cameron Meredith","WR","CHI",2553568,1992-09-21,0,0,0,,106,0,0,1,,,
"Canaan Severin","WR","PIT",2556678,1993-03-16,0,0,0,,106,0,0,0,,,
"Cardinals","DST","ARI",100026,,7.65,7.65,7.65,,8,0.300000000000001,0,46,16,2.8,3.65727557984727
"Carlos Hyde","RB","SF",2543743,1991-09-20,0,0,0,,58,0,0,2,15.5,3.1,3.36109527038916
"Carson Palmer","QB","ARI",2505245,1979-12-27,0,0,0,,26,0,0,13,,,
"Carson Wentz","QB","PHI",2555259,1992-12-30,18.91,18.91,18.91,,3,0.309999999999999,0,0,3.2,1.2,2.01659805824048
"Case Keenum","QB","LAR",2532888,1988-02-12,11.5,11.5,11.5,,17,0.614999999999998,0,4,,,
"Cayleb Jones","WR","MIN",2556840,1993-03-21,0,0,0,,106,,0,0,,,
"Cecil Shorts","WR","TB",2495341,1987-12-22,0,0,0,,106,0,0,5,,,
"Cedric ONeal","RB","BUF",2556760,1994-01-29,0,0,0,,58,0,0,0,,,
"Cedric Peerman","RB","CIN",79629,1986-10-10,0,0,0,,58,0,0,7,,,
"Chad Henne","QB","JAC",252,1985-07-02,0,0,0,,26,0,0,8,,,
"Chandler Catanzaro","K","ARI",2550325,1991-02-26,0,0,0,,21,0,0,2,,,
"Charcandrick West","RB","KC",2550268,1991-06-02,2.7375,2.7375,2.7375,,48,0.0962499999999999,0,2,72.4,7.4,5.72199655592571
"Charles Clay","TE","BUF",2495139,1989-02-13,6.2,6.2,6.2,,13,0.0874999999999995,0,5,15.4,2.6,3.36770025979301
"Charles Johnson","WR","MIN",2541147,1989-02-27,0,0,0,,106,0,0,3,,,
"Charles Sims","RB","TB",2543770,1990-09-19,3.855,3.855,3.855,,43,0.18625,0,2,69.2,7.6,5.83180591804369
"Charone Peake","WR","NYJ",2555477,1992-10-16,0,0,0,,106,0,0,0,,,
"Chase Daniel","QB","PHI",81284,1986-10-07,0,0,0,,26,0,0,7,,,
"Chester Rogers","WR","IND",2556396,1994-01-12,0,0,0,,106,0,0,0,82.4,12.4,7.76190848458875
"Chiefs","DST","KC",100016,,11.35,11.35,11.35,,4,0.475000000000001,0,46,24.4,5.4,8.5160000280288
"Chris Boswell","K","PIT",2550545,1989-12-16,9.3,9.3,9.3,,5,0.550000000000001,0,2,10.3,2.7,3.64089711566764
"Chris Conley","WR","KC",2552652,1992-10-25,0,0,0,,106,0,0,1,,,
"Chris Gragg","TE","BUF",2539202,1990-06-30,0,0,0,,47,0,0,3,,,
"Chris Harper","WR","SF",2553652,1993-12-07,0,0,0,,106,0,0,1,,,
"Chris Hogan","WR","NE",2530515,1988-10-24,0,0,0,,106,0,0,5,42.8,20.5,11.8088753420887
"Chris Ivory","RB","JAC",2507999,1988-03-22,3.9675,3.9675,3.9675,,42,0.175,0,6,73,4.5,4.12976080521502
"Chris Johnson","RB","ARI",262,1985-09-23,0,0,0,,58,0,0,8,,,
"Chris Manhertz","TE","CAR",2552622,1992-04-10,0,0,0,,47,0,0,0,,,
"Chris Matthews","WR","BAL",2531049,1989-10-06,0,0,0,,106,0,0,2,,,
"Chris Moore","WR","BAL",2555209,1993-06-16,2.8125,2.8125,2.8125,,87,0.17625,0,0,92.9,5.2,4.16460461125549
"Chris Pantale","TE","MIA",2539208,1990-03-22,0,0,0,,47,0,0,3,,,
"Chris Thompson","RB","WAS",2540011,1990-10-20,9.2675,9.2675,9.2675,,13,0.353750000000002,0,3,,,
"Christian Hackenberg","QB","NYJ",2555416,1995-02-14,0,0,0,,26,0,0,0,,,
"Christian Ponder","QB","SF",2495215,1988-02-25,0,0,0,,26,0,0,5,,,
"Christine Michael","RB","GB",2539322,1990-11-09,0,0,0,,58,0,0,3,,,
"Clark Harris","TE","CIN",2495620,1984-07-10,0,0,0,,47,0,0,9,,,
"Clay Harbor","TE","DET",497242,1987-07-02,0,0,0,,47,0,0,6,,,
"Clive Walford","TE","OAK",2552397,1991-10-21,0.3625,0.3625,0.3625,,43,0.1625,0,1,53.2,8.2,6.02231156331868
"Cobi Hamilton","WR","PIT",2539203,1990-11-13,0,0,0,,106,0,0,3,,,
"Coby Fleener","TE","NO",2532838,1988-09-20,6.025,6.025,6.025,,15,0.43125,0,4,,,
"Cody Core","WR","CIN",2555331,1994-04-17,1.325,1.325,1.325,,96,0.4475,0,0,,,
"Cody Kessler","QB","CLE",2555387,1993-05-11,0,0,0,,26,0,0,0,,,
"Cody Latimer","WR","DEN",2543590,1992-10-10,2.825,2.825,2.825,,85,0.00625000000000009,0,2,96.4,9.8,6.46288208588508
"Cody Parkey","K","CLE",2550380,1992-02-19,6.4,6.4,6.4,,20,6.4,0,2,,,
"Cole Beasley","WR","DAL",2535698,1989-04-26,6.3075,6.3075,6.3075,,44,0.0612500000000002,0,4,81.5,8,5.56355611755176
"Colin Kaepernick","QB","SF",2495186,1987-11-03,0,0,0,,26,0,0,5,,,
"Colt McCoy","QB","WAS",497123,1986-09-05,0,0,0,,26,0,0,6,,,
"Connor Barth","K","CHI",2507463,1986-04-11,0,0,0,,21,0,0,8,,,
"Connor Cook","QB","OAK",2555332,1993-01-29,0,0,0,,26,0,0,0,,,
"Connor Hamlett","TE","DAL",2553771,1992-04-12,0,0,0,,47,0,0,0,,,
"Connor Shaw","QB","CHI",2550252,1991-09-19,0,0,0,,26,0,0,2,,,
"Cooper Helfet","TE","OAK",2536071,1989-06-02,0,0,0,,47,0,0,5,,,
"Cordarrelle Patterson","WR","MIN",2540145,1991-03-17,5.22,5.22,5.22,,66,0.6275,0,3,,,
"Corey Coleman","WR","CLE",2555333,1994-07-06,5.5375,5.5375,5.5375,,62,0.09375,0,0,44.7,5.9,4.51434248782956
"Corey Fuller","WR","NO",2540261,1990-06-23,0,0,0,,106,0,0,3,,,
"Corey Grant","RB","JAC",2553650,1991-12-19,0.6075,0.6075,0.6075,,55,0.0499999999999999,0,1,81.6,7.5,5.7769012369847
"Cory Harkey","TE","LAR",2533353,1990-06-17,0,0,0,,47,0,0,4,,,
"Cowboys","DST","DAL",100008,,5.8,5.8,5.8,,19,0.325,0,46,12.2,3.3,4.59164566603603
"Crockett Gillmore","TE","BAL",2543794,1991-11-16,0,0,0,,47,0,0,2,,,
"D.J. Tialavea","TE","ATL",2550406,1991-07-27,0,0,0,,47,0,0,2016,,,
"Dak Prescott","QB","DAL",2555260,1993-07-29,20.51,20.51,20.51,,2,1.725,1,0,11,3.2,5.87652509879188
"Damien Williams","RB","MIA",2550512,1992-04-03,7.855,7.855,7.855,,23,0.0724999999999998,0,2,70.1,8.7,6.43575740969258
"Damiere Byrd","WR","CAR",2553499,1993-01-27,0,0,0,,106,0,0,1,126.2,11.8,7.46213316181098
"Dan Bailey","K","DAL",2495259,1988-01-26,0,0,0,,21,0,0,5,10,4.3,6.25037465358577
"Dan Carpenter","K","BUF",2507401,1985-11-25,0,0,0,,21,0,0,8,,,
"Dan Orlovsky","QB","DET",2506481,1983-08-18,0,0,0,,26,0,0,11,,,
"Daniel Lasco","RB","NO",2555219,1992-10-09,0,0,0,,58,0,0,0,,,
"Danny Amendola","WR","NE",2649,1985-11-02,7.925,7.925,7.925,,36,0.337499999999999,0,8,48.9,6.1,4.61426759542215
"Danny Woodhead","RB","SD",4327,1985-01-25,6.5275,6.5275,6.5275,,31,0.52375,0,8,,,
"Darius Jackson","RB","CLE",2556273,1993-12-01,0,0,0,,58,0,0,0,,,
"Darius Jennings","WR","NYJ",2553896,1992-06-28,0,0,0,,106,0,0,1,,,
"Darrel Young","RB","CAR",2507737,1987-04-08,0,0,0,,58,0,0,7,,,
"Darren Fells","TE","ARI",2540928,1986-04-22,3.65,3.65,3.65,,26,0.425,0,4,,,
"Darren McFadden","RB","DAL",284,1987-08-27,0,0,0,,58,0,0,8,,,
"Darren Sproles","RB","PHI",2506467,1983-06-20,0.6,0.6,0.6,,56,0.3425,0,11,,,
"Darren Waller","TE","BAL",2552408,1992-09-13,0,0,0,,47,0,0,1,,,
"Darrin Reaves","RB","KC",2550596,1993-04-17,0,0,0,,58,0,0,2,,,
"Darrius Heyward-Bey","WR","PIT",80427,1987-02-26,0.0975,0.0975,0.0975,,104,0.05375,0,7,126.2,13,8.06168380736652
"Daryl Richardson","RB","FA",2534789,1990-04-12,0,0,0,,58,0,0,4,,,
"Davante Adams","WR","GB",2543495,1992-12-24,7.375,7.375,7.375,,39,0.487500000000001,0,2,16.7,4,3.56505396569995
"David Cobb","RB","CHI",2552376,1993-06-03,0,0,0,,58,0,0,1,,,
"David Fales","QB","CHI",2543751,1990-10-04,0,0,0,,26,0,0,2,,,
"David Johnson","RB","ARI",2553435,1991-12-16,0,0,0,,58,0,0,1,,,
"David Johnson","TE","PIT",79589,1987-08-26,0,0,0,,47,0,0,7,,,
"David Morgan","TE","MIN",2555306,1993-05-19,0.1,0.1,0.1,,45,0.06875,0,0,68.4,7.6,5.73788892365522
"DeAndre Carter","WR","FA",2553502,1993-04-10,0,0,0,,106,0,0,1,,,
"DeAndre Hopkins","WR","HOU",2540165,1992-06-06,10.8625,10.8625,10.8625,,13,0.0699999999999985,0,3,2.7,1.3,2.21606501319998
"DeAndre Smelter","WR","SF",2552627,1991-12-03,0,0,0,,106,0,0,1,,,
"DeAndre Washington","RB","OAK",2555464,1993-02-22,5.06,5.06,5.06,,39,0.803750000000001,0,0,64.3,5.7,4.78861697792289
"DeAngelo Williams","RB","PIT",2495979,1983-04-25,0,0,0,,58,0,0,10,,,
"DeAnthony Thomas","WR","KC",2543638,1993-01-05,4.61,4.61,4.61,,67,0.0412500000000007,0,2,121.1,9.3,6.2130693169036
"DeMarco Murray","RB","TEN",2495207,1988-02-12,9.6975,9.6975,9.6975,,11,0.411250000000001,0,5,26.1,3.2,3.41599995144815
"DeSean Jackson","WR","WAS",1581,1986-12-01,8.53,8.53,8.53,,28,0.0299999999999994,0,8,,,
"DeVante Parker","WR","MIA",2552409,1993-01-20,10.175,10.175,10.175,,21,0.33375,0,1,46.1,5.9,4.51434248782956
"Delanie Walker","TE","TEN",2495966,1984-08-12,9.5625,9.5625,9.5625,,6,0.706250000000001,0,10,4.4,1.6,2.89366252702056
"Demarcus Ayers","WR","PIT",2555465,1994-07-07,0,0,0,,106,0,0,0,,,
"Demarcus Robinson","WR","KC",2555478,1994-09-21,3.25,3.25,3.25,,80,0.0625,0,0,92.9,6.2,4.66423014921845
"Demaryius Thomas","WR","DEN",497328,1987-12-25,10.2875,10.2875,10.2875,,20,0.1875,0,6,29.3,3.7,3.41516630431106
"Demetrius Harris","TE","KC",2541187,1991-07-29,0,0,0,,47,0,0,3,50.5,4.5,4.26837195206065
"Denard Robinson","RB","JAC",2539260,1990-09-22,0,0,0,,58,0,0,3,,,
"Dennis Pitta","TE","BAL",497254,1985-06-29,0,0,0,,47,0,0,6,,,
"Deonte Thompson","WR","CHI",2534436,1989-02-14,5.4375,5.4375,5.4375,,64,0.12125,0,4,,,
"Derek Anderson","QB","CAR",2506546,1983-06-15,0,0,0,,26,0,0,11,,,
"Derek Carr","QB","OAK",2543499,1991-03-28,15.46,15.46,15.46,,8,0.219999999999999,0,2,14.7,3.4,6.26251780284702
"Derek Carrier","TE","WAS",2534241,1990-07-25,0,0,0,,47,0,0,4,,,
"Derel Walker","WR","TB",2550509,1991-06-29,0,0,0,,106,0,0,2,,,
"Derrick Coleman","RB","FA",2534871,1990-10-18,0,0,0,,58,0,0,4,,,
"Derrick Henry","RB","TEN",2556075,1994-07-17,7.19,7.19,7.19,,29,0.423750000000001,0,0,27.7,3.5,3.58071399462512
"Devin Fuller","WR","ATL",2556212,1994-01-29,0,0,0,,106,0,0,0,,,
"Devin Funchess","WR","CAR",2552458,1994-05-21,0,0,0,,106,0,0,1,24.5,5.7,4.41441738023697
"Devin Smith","WR","NYJ",2553434,1992-03-03,0,0,0,,106,0,0,1,,,
"Devin Street","WR","IND",2543641,1991-03-30,0,0,0,,106,0,0,2,,,
"Devon Johnson","RB","FA",2556854,1993-07-28,0,0,0,,58,,0,0,,,
"Devonta Freeman","RB","ATL",2543583,1992-03-15,0,0,0,,58,0,0,2,10.5,3.1,3.36109527038916
"Devontae Booker","RB","DEN",2555223,1992-05-27,5.8325,5.8325,5.8325,,35,0.236250000000001,0,0,46,4.9,4.34937952945097
"Dexter McCluster","RB","SD",497190,1988-08-25,0,0,0,,58,0,0,6,,,
"Dez Bryant","WR","DAL",497278,1988-11-04,11.225,11.225,11.225,,10,0.255000000000001,0,6,15.5,4.1,3.61501651949625
"Dezmin Lewis","WR","BUF",2552411,1992-12-05,0,0,0,,106,0,0,1,,,
"Dion Lewis","RB","NE",2495469,1990-09-27,10.1125,10.1125,10.1125,,8,0.345000000000001,0,5,15.7,2.5,3.03166718403523
"Dion Sims","TE","MIA",2540200,1991-02-18,0,0,0,,47,0,0,3,,,
"Dolphins","DST","MIA",100019,,6.25,6.25,6.25,,17,0.4,0,46,31.8,0.9,0.106669252330001
"Dom Williams","WR","SD",2556827,1990-09-02,0,0,0,,106,0,0,0,,,
"Donte Moncrief","WR","IND",2543614,1993-08-06,0,0,0,,106,0,0,2,77.3,7.5,5.31374334857028
"Dontrelle Inman","WR","SD",2530700,1989-01-31,5.9,5.9,5.9,,55,0.0500000000000007,0,3,,,
"Dorial Green-Beckham","WR","PHI",2552491,1993-04-12,0,0,0,,106,0,0,1,,,
"Doug Baldwin","WR","SEA",2530747,1988-09-21,12.325,12.325,12.325,,7,0.487500000000001,0,5,22.7,3.6,3.36520375051477
"Doug Martin","RB","TB",2532899,1989-01-13,8.5575,8.5575,8.5575,,19,0.175000000000001,0,4,47.7,11.5,7.97308847934428
"Dreamius Smith","RB","FA",2553848,1992-09-08,0,0,0,,58,0,0,1,,,
"Drew Brees","QB","NO",2504775,1979-01-15,18.54,18.54,18.54,,5,2.3,0,15,6.4,3.3,6.06952145081945
"Drew Stanton","QB","ARI",2495748,1984-05-07,0,0,0,,26,0,0,9,,,
"DuJuan Harris","RB","SF",2530690,1988-09-03,0,0,0,,58,0,0,5,,,
"Duke Johnson","RB","CLE",2552461,1993-09-23,8.2825,8.2825,8.2825,,21,0.412499999999998,0,1,34.9,3,3.30619058933017
"Dustin Hopkins","K","WAS",2539227,1990-10-01,0,0,0,,21,0,0,3,,,
"Dwayne Allen","TE","IND",2533046,1990-02-24,2.2375,2.2375,2.2375,,36,0.15625,0,4,,,
"Dwayne Harris","WR","NYG",2495159,1987-09-16,0,0,0,,106,0,0,5,,,
"Dwayne Washington","RB","DET",2556118,1994-04-24,0,0,0,,58,0,0,0,90.3,15,9.89475231640892
"E.J. Bibbs","TE","FA",2553791,1991-08-28,0,0,0,,47,0,0,1,,,
"E.J. Manuel","QB","BUF",2539228,1990-03-19,0,0,0,,26,0,0,3,,,
"Eagles","DST","PHI",100025,,5.9,5.9,5.9,,18,0.25,0,46,15.1,3.9,5.71288976946253
"Ed Dickson","TE","CAR",497224,1987-07-25,0,0,0,,47,0,0,6,34.8,5.6,4.78981345811033
"Eddie Lacy","RB","GB",2540168,1990-06-02,7.2675,7.2675,7.2675,,28,0.17,0,3,,,
"Eddie Royal","WR","CHI",1990,1986-05-21,0,0,0,,106,0,0,8,,,
"Eli Manning","QB","NYG",2505996,1981-01-03,11.11,11.11,11.11,,18,0.624999999999998,0,12,26,3.1,5.68352874676431
"Eli Rogers","WR","PIT",2553737,1992-12-23,2.61,2.61,2.61,,89,0.0912500000000001,0,1,81.8,9.8,6.46288208588508
